"","Year","Date","Site","Region","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","kd490_value","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","DESIG","DESIG_ENG","DESIG_TYPE","IUCN_CAT","INT_CRIT","MARINE","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","NO_TAKE","NO_TK_AREA","STATUS","STATUS_YR","GOV_TYPE","OWN_TYPE","MANG_AUTH","MANG_PLAN","VERIF","METADATAID","SUB_LOC","PARENT_ISO","ISO3","Longitude.Degrees","Latitude.Degrees"
"7582",2014,"29-Oct-14","Osprey Point","Oman",4,"Bleaching (% of population)",0,"ERG005","2.57","301.51","0.102718879","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.4733,26.1343
"7583",2014,"29-Oct-14","Osprey Point","Oman",9,"Bleaching (% of population)",0,"ERG005","2.57","301.51","0.102718879","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.4733,26.1343
"7584",2009,"29-Oct-09","Khesa","Oman",2.5,"Bleaching (% of population)",0,"ERG005","8.1","301.96","0.156599996","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.4822,26.2311
"7585",2009,"29-Oct-09","Khesa","Oman",7.5,"Bleaching (% of population)",0,"ERG005","8.1","301.96","0.156599996","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.4822,26.2311
"7586",2010,"21-Oct-10","Khesa","Oman",4,"Bleaching (% of population)",0,"ERG005","3.92","303.79","0.094599998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.4822,26.2311
"7587",2015,"29-Oct-15","Pray for Calm","Oman",4,"Bleaching (% of population)",0,"ERG005","10.1","302.11","0.127999997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.5345,26.3683
"7588",2015,"29-Oct-15","Pray for Calm","Oman",7,"Bleaching (% of population)",1,"ERG005","10.1","302.11","0.127999997","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",56.5345,26.3683
"7589",2017,"27-May-17","Novice Bay, Bandar Khayran","Oman",6,"Bleaching (% of population)",0,"ERG005","10.74","305.6","0.070199998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.7466,23.5226
"7590",2017,"27-May-17","St Paul's Bay, Bandar Khayran","Oman",6,"Bleaching (% of population)",0,"ERG004","5.6225","301.295","0.132037101","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.8059,20.3726
"7591",2017,"27-May-17","St Paul's Bay, Bandar Khayran","Oman",10,"Bleaching (% of population)",0,"ERG004","5.6225","301.295","0.132037101","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.8059,20.3726
"7592",2017,"29-Jan-17","Fahal Island West","Oman",5,"Bleaching (% of population)",0,"ERG005","1.31","296.85","0.314799992","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.4995,23.6802
"7593",2017,"29-Jan-17","Fahal Island West","Oman",10.5,"Bleaching (% of population)",0,"ERG005","1.31","296.85","0.314799992","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.4995,23.6802
"7594",2017,"30-Jan-17","Ras al Hamra","Oman",3,"Bleaching (% of population)",0,"ERG005","1.97","296.85","0.275799993","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.4998,23.6456
"7595",2017,"30-Jan-17","Ras al Hamra","Oman",5,"Bleaching (% of population)",0,"ERG005","1.97","296.85","0.275799993","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.4998,23.6456
"7596",2017,"29-Jan-17","Fahal Island, South Point","Oman",5,"Bleaching (% of population)",0,"ERG005","1.31","296.85","0.314799992","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.5015,23.6793
"7597",2017,"29-Jan-17","Fahal Island, South Point","Oman",10.5,"Bleaching (% of population)",0,"ERG005","1.31","296.85","0.314799992","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",58.5015,23.6793
"7598",2017,"15-Apr-17","Bibi Maryam Bay","Oman",3,"Bleaching (% of population)",0,"ERG005","3.5","300.97","0.032748356","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",59.3804,22.6918
"7599",2017,"15-Apr-17","Bibi Maryam Bay","Oman",6,"Bleaching (% of population)",0,"ERG005","3.5","300.97","0.032748356","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",59.3804,22.6918
"7600",2003,"11-Jul-03","Big Coral","Iran",3,"Bleaching (% of population)",4,"ERG006","2.95","304.66","0.054295487","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",54.0465,26.496
"7601",2003,"11-Jul-03","Big Coral","Iran",7,"Bleaching (% of population)",9,"ERG006","2.95","304.66","0.054295487","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",54.0465,26.496
"7602",2003,"16-Feb-03","Atlantis","Barbados",13,"Bleaching (% of population)",40,"ERG138","0","299.51","0.036799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.6462,13.1217
"7603",2003,"29-Jun-03","Atlantis","Barbados",13,"Bleaching (% of population)",40,"ERG138","0","300.82","0.069799998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.6462,13.1217
"7604",2004,"26-Jul-04","Champagne Outer","Dominica",8,"Bleaching (% of population)",0,"ERG138","0","301.29","0.032399999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.3711,15.2392
"7611",2004,"23-Dec-04","Ilha da Barra","Brazil",3,"Bleaching (% of population)",10,"ERG144","0","300.7625","0.045799999","555636643","555636643","1","Área De Proteção Ambiental De Guadalupe","Área De Proteção Ambiental De Guadalupe","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","1","108.01","131.054102281044","439.205","442.033614010764","Not Reported","0","Designated","1997","Sub-national ministry or agency","Not Reported","Agência Estadual do Meio Ambiente de Pernambuco","Not Reported","State Verified","1802","BR-PE","BRA","BRA",-35.0927,-8.76672
"7612",2003,"14-Apr-03","Caxexa","Brazil",3,"Bleaching (% of population)",0,"ERG144","0.5225","302.275","0.067399998","555636643","555636643","1","Área De Proteção Ambiental De Guadalupe","Área De Proteção Ambiental De Guadalupe","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","1","108.01","131.054102281044","439.205","442.033614010764","Not Reported","0","Designated","1997","Sub-national ministry or agency","Not Reported","Agência Estadual do Meio Ambiente de Pernambuco","Not Reported","State Verified","1802","BR-PE","BRA","BRA",-35.0983,-8.78958
"7613",2003,"14-Apr-03","Camurupim","Brazil",2,"Bleaching (% of population)",0,"ERG144","1.07","302.4","0.067399998","555636643","555636643","1","Área De Proteção Ambiental De Guadalupe","Área De Proteção Ambiental De Guadalupe","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","1","108.01","131.054102281044","439.205","442.033614010764","Not Reported","0","Designated","1997","Sub-national ministry or agency","Not Reported","Agência Estadual do Meio Ambiente de Pernambuco","Not Reported","State Verified","1802","BR-PE","BRA","BRA",-35.1014,-8.79447
"7614",2003,"18-Apr-03","Paredao Pai Bento","Brazil",6,"Bleaching (% of population)",0,"ERG144","1.3","301.16","0.059599998","313631","313631","1","Área De Proteção Ambiental Costa Dos Corais","Área De Proteção Ambiental Costa Dos Corais","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","2","3942.9","3998.34040942665","4042.68","4068.57927989174","Not Reported","0","Designated","1997","Federal or national ministry or agency","Not Reported","Instituto Chico Mendes de Conservação da Biodiversidade","Not Reported","State Verified","1802","BR-PE, AL","BRA","BRA",-35.1959,-9.04228
"7615",2003,"18-Feb-03","Esquerda Gales","Brazil",3.8,"Bleaching (% of population)",0,"ERG144","0","302.7","0.053199999","313631","313631","1","Área De Proteção Ambiental Costa Dos Corais","Área De Proteção Ambiental Costa Dos Corais","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","2","3942.9","3998.34040942665","4042.68","4068.57927989174","Not Reported","0","Designated","1997","Federal or national ministry or agency","Not Reported","Instituto Chico Mendes de Conservação da Biodiversidade","Not Reported","State Verified","1802","BR-PE, AL","BRA","BRA",-35.1963,-9.04269
"7616",2003,"04-Jul-03","Paredao Pai Bento 2","Brazil",5,"Bleaching (% of population)",0,"ERG144","1.09","299.21","0.12793333","313631","313631","1","Área De Proteção Ambiental Costa Dos Corais","Área De Proteção Ambiental Costa Dos Corais","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","2","3942.9","3998.34040942665","4042.68","4068.57927989174","Not Reported","0","Designated","1997","Federal or national ministry or agency","Not Reported","Instituto Chico Mendes de Conservação da Biodiversidade","Not Reported","State Verified","1802","BR-PE, AL","BRA","BRA",-35.1978,-9.04272
"7617",2003,"15-Apr-03","Gales 150403A","Brazil",3,"Bleaching (% of population)",0,"ERG144","1.3","301.77","0.059599998","313631","313631","1","Área De Proteção Ambiental Costa Dos Corais","Área De Proteção Ambiental Costa Dos Corais","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","2","3942.9","3998.34040942665","4042.68","4068.57927989174","Not Reported","0","Designated","1997","Federal or national ministry or agency","Not Reported","Instituto Chico Mendes de Conservação da Biodiversidade","Not Reported","State Verified","1802","BR-PE, AL","BRA","BRA",-35.1989,-9.04386
"7618",2004,"24-Mar-04","Parrachos de Maracajau","Brazil",4,"Bleaching (% of population)",68,"ERG144","0","301.75","0.248599994","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-35.2528,-5.39086
"7619",2004,"28-Nov-04","Cordao do Mero","Brazil",2,"Bleaching (% of population)",0,"ERG144","0","300.33","0.048549999","555636643","555636643","1","Área De Proteção Ambiental De Guadalupe","Área De Proteção Ambiental De Guadalupe","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","1","108.01","131.054102281044","439.205","442.033614010764","Not Reported","0","Designated","1997","Sub-national ministry or agency","Not Reported","Agência Estadual do Meio Ambiente de Pernambuco","Not Reported","State Verified","1802","BR-PE","BRA","BRA",-35.0843,-8.74131
"7620",2004,"19-Mar-04","Pirambu","Brazil",4,"Bleaching (% of population)",40,"ERG144","0","301.335","0.064733332","555636643","555636643","1","Área De Proteção Ambiental De Guadalupe","Área De Proteção Ambiental De Guadalupe","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","1","108.01","131.054102281044","439.205","442.033614010764","Not Reported","0","Designated","1997","Sub-national ministry or agency","Not Reported","Agência Estadual do Meio Ambiente de Pernambuco","Not Reported","State Verified","1802","BR-PE","BRA","BRA",-35.0853,-8.75878
"7621",2003,"15-Apr-03","Gales 150403B","Brazil",3,"Bleaching (% of population)",0,"ERG144","1.3","301.77","0.059599998","313631","313631","1","Área De Proteção Ambiental Costa Dos Corais","Área De Proteção Ambiental Costa Dos Corais","Área de Proteção Ambiental","Environmental Protection Area","National","V","Not Applicable","2","3942.9","3998.34040942665","4042.68","4068.57927989174","Not Reported","0","Designated","1997","Federal or national ministry or agency","Not Reported","Instituto Chico Mendes de Conservação da Biodiversidade","Not Reported","State Verified","1802","BR-PE, AL","BRA","BRA",-35.1991,-9.04097
"7622",2003,"17-Aug-03","Oistins","Barbados",10,"Bleaching (% of population)",0,"ERG138","1.16","302","0.039466666","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.5411,13.055
"7623",2004,"14-Aug-04","Oistins","Barbados",11,"Bleaching (% of population)",0,"ERG138","0","300.33","0.056749999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.5411,13.055
"7624",2003,"17-Aug-03","Bougenvillea","Barbados",10,"Bleaching (% of population)",20,"ERG138","1.16","302","0.039466666","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.5566,13.0626
"7625",2004,"14-Aug-04","Bougenvillea","Barbados",3,"Bleaching (% of population)",0,"ERG138","0","300.33","0.056749999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.5566,13.0626
"7628",2003,"03-Nov-03","Port St. Charles","Barbados",10,"Bleaching (% of population)",45,"ERG138","2.57","302.65","0.025399999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.6167,13.8394
"7629",2003,"16-Feb-03","Folkestone Marine Park","Barbados",3,"Bleaching (% of population)",40,"ERG138","0","299.52","0.035499999","27","27","1","Folkstone","Folkstone","Marine Reserve","Marine Reserve","National","II","Not Applicable","1","2.3","9.98993046284179","0.9307778","13.5430431797909","All","2","Designated","1980","Federal or national ministry or agency","Not Reported","National Conservation Commission (NCC)","Not Reported","Not Reported","1867","Not Reported","BRB","BRB",-59.6417,13.19
"7630",2003,"22-Feb-03","Lower Carlton","Barbados",1,"Bleaching (% of population)",0,"ERG138","0","299.41","0.032933333","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.6406,13.2278
"7631",2003,"17-Aug-03","Carlisle Bay","Barbados",11.5,"Bleaching (% of population)",0,"ERG138","0.844","301.65","0.037933332","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.645,13.2617
"7632",2003,"30-Oct-03","Carlisle Bay","Barbados",11,"Bleaching (% of population)",0,"ERG138","2.408","301.91","0.035199999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-59.645,13.2617
"7638",2003,"11-Mar-03","Kay Ken (Laborie)","St Lucia",2,"Bleaching (% of population)",0,"ERG138","0","299.4525","0.056699999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.0035,13.754
"7639",2004,"23-Mar-04","Kay Ken (Laborie)","St Lucia",2,"Bleaching (% of population)",0,"ERG138","0.25","299.545","0.050799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.0035,13.754
"7652",2004,"27-Mar-04","Young Island","St Vincent & Grenadines",3,"Bleaching (% of population)",0,"ERG138","0.2575","299.8775","0.050533332","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.1844,13.1334
"7653",2004,"26-Mar-04","Gardens","St Vincent & Grenadines",9.5,"Bleaching (% of population)",0,"ERG138","0","299.84","0.049449999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.2481,13.1631
"7654",2004,"26-Mar-04","Orca 2","St Vincent & Grenadines",11.5,"Bleaching (% of population)",0,"ERG138","0.2525","300.0125","0.049449999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.2672,13.1833
"7655",2004,"24-Jul-04","La Bym","Dominica",13,"Bleaching (% of population)",0,"ERG138","0","301.29","0.032399999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.3701,15.2369
"7662",2004,"12-Oct-04","Little Bird Reef","Antigua",8,"Bleaching (% of population)",0,"ERG138","0","302.48","0.064199998","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.8183,17.1684
"7663",2003,"22-Nov-03","North Shore","Barbuda",5,"Bleaching (% of population)",20,"ERG138","1.01","300.79","0.047599999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-61.8522,17.7353
"7664",2003,"13-Dec-03","West End Point","BVI",3,"Bleaching (% of population)",65,"ERG138","3.47","300.01","0.046999999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-64.43,18.7417
"7667",2003,"25-Jun-03","George Dog","BVI",3,"Bleaching (% of population)",2,"ERG138","0","301.42","0.052799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-64.5272,18.4917
"7668",2003,"25-Jun-03","George Dog","BVI",10,"Bleaching (% of population)",0,"ERG138","0","301.42","0.052799999","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-64.5272,18.4917
"7669",2003,"26-Jun-03","Spyglass","BVI",3,"Bleaching (% of population)",0,"ERG138","0","300.79","0.054733332","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA","Not MPA",-64.6027,18.3246
